uid,class,observations,anomaly_max,p_reject_mean
515,plastic_chip,2,24.97714693172654,0.740650367749177
516,good,4,2.305425863318564,0.0010493747040884974
517,good,3,3.7615463407109506,0.12480590340534191
518,odd_colour,3,230.6121807231552,0.9930265625641392
519,good,4,3.9997734366745834,0.025576520194418813
521,good,4,2.1875313775989302,0.0015805670185907073
522,good,5,7.238344944078636,0.011042705911767293
523,good,3,3.0468338979661356,0.3591290298150868
524,good,3,3.4550180758867324,0.0018246942040705003
525,good,3,2.1263552284340888,4.379926045619934e-06
527,good,3,4.086648998285259,0.6072736639308748
528,good,4,3.722076133170102,7.4549668675193675e-06
529,good,3,3.944283312975058,2.523413673648528e-05
530,good,3,10.961721950119848,0.017042600883889564
531,good,3,10.653449457804777,0.04760067157659248
532,odd_colour,3,189.38664756638389,0.9642667686399656
533,plastic_chip,3,23.571723839632213,0.3997794750892483
534,good,3,2.6882637937596443,0.016689371980957823
536,good,1,5.387722545244176,0.04063790935528503
537,good,3,2.281306543531483,6.477492542933576e-05
538,good,4,2.7371702153247117,0.002348614699295552
539,good,3,2.9483731224067804,0.00036568857746329585
540,wrong_size,3,10.069674167598274,0.000516662279149469
541,good,3,2.6957693459802456,0.0029798443934794436
542,wrong_size,2,11.279396397399152,0.0015101758447125275
543,plastic_chip,3,22.539006054997444,0.2651589701390303
544,wrong_size,3,10.24387447216253,0.004868453919417117
545,good,3,2.726302551144864,3.64654519096544e-05
546,plastic_chip,3,23.01885848008336,0.7272246529261199
547,good,3,2.551502018759796,2.8880152134425796e-05
548,good,3,2.0111403587486696,0.0006039159222358936
550,good,3,2.6774581217381566,0.0031357614860174285
552,good,3,2.593975908525042,4.700403093379167e-05
554,good,3,1.6223582930175002,8.151013418965137e-05
555,good,4,3.380551957934898,4.553789203638263e-05
556,good,3,2.698000394501785,9.17213691487101e-05
558,good,4,3.73624654007343,0.005370670819327287
559,odd_colour,3,139.1634310355273,0.9693971845914665
560,plastic_chip,2,25.13783730781073,0.5069925244067122
562,good,4,2.342239202095528,0.0003012802939143536
565,plastic_chip,1,25.09680147654947,0.6930201514663741
566,good,4,3.6057539539768633,0.0005684340181995513
567,good,3,1.9516793694739274,0.001078844254697053
569,odd_colour,3,395.2048738250843,0.9108232224571382
571,good,3,2.2676192983393637,0.07434183471571974
572,good,3,2.904935578510044,3.024991492416443e-05
573,good,3,3.154983597073657,0.4525347158900727
574,good,1,2.322858462977359,5.4702862990876554e-05
575,good,4,2.2913060580751616,1.9299918745431115e-05
576,good,3,2.7354404526486373,0.009021861834646936
577,good,3,3.5465981954611228,0.018124090478362234
578,good,3,2.7179518959926687,0.0009586616563078085
580,good,3,4.037301242213488,0.00013432454195630892
581,good,2,6.434517870649104,0.09980380605170466
582,odd_colour,4,147.62289623539974,0.9680031103828892
583,good,3,3.774704629351223,0.0002900757987890218
584,wrong_size,3,8.734180012296036,0.055882778122661236
586,good,4,3.149450047680647,0.15919183750185747
589,odd_colour,3,222.41099916833534,0.8500170037182335
591,good,3,2.4735332036252213,0.0011118506635577148
592,good,3,5.01276010389639,0.9752433615846642
594,good,3,9.222623732163362,0.0002629705251247602
595,good,2,3.818151738927566,0.015077109594109038
596,good,4,6.613856510704631,0.0004835316704741075
597,good,3,4.319366042775175,0.00018565749708157
598,good,4,2.525002064835635,6.766720233331895e-05
599,good,3,3.9655175639927505,0.011773763318694085
600,good,4,2.6753525866587022,0.00044484472365711005
602,good,3,3.301187688543623,0.00042711548333015654
603,odd_colour,3,192.9923481833645,0.9602370679887015
604,good,3,4.07969703895164,6.22762522976384e-05
605,good,4,2.642990796574381,0.015575415859650256
606,good,3,2.5758470242702103,2.5766460610395034e-05
609,good,3,2.065278269178117,4.7381203563227404e-05
611,good,3,3.8373554889407915,0.0005503076575008415
612,good,3,3.1972637875194496,0.00041303498772470357
613,odd_colour,4,160.013504670325,0.9759169884085814
614,good,3,3.1332568798200273,0.0010544011460412422
615,good,4,2.8018305492890425,0.012138232819789388
616,good,3,4.082142466051876,0.37539586220270477
617,good,3,1.8903213421853204,1.5397305491983844e-05
618,good,3,4.220354393900005,0.0005664475024059544
619,plastic_chip,3,21.55708416881338,0.4580704307732335
622,good,3,2.8543991830266897,0.00424583749419147
623,good,3,2.7063054872500074,0.015420240889912723
625,good,3,1.840422621493117,0.002436475881848267
626,odd_colour,3,207.09964272344303,0.9190483698924613
627,wrong_size,3,7.042325259171543,0.023916873364088802
629,good,3,1.9795076962004994,0.0011283517202961841
630,good,3,2.6127811622578143,0.00012701451733975385
631,good,3,1.7501681108124842,0.00020401589371043619
632,good,4,6.2436602118138556,0.013216930007713734
634,odd_colour,4,159.6958445307426,0.7428692444222373
